aggregationVariables;proccesorIdentifier;r2a;ObjectiveFuncionType;objectiveFunction;runningTime;weightType;fieldName;proccesorArchitecture;algorithm;selectionType;numberProccesor;distanceType;regions;distanceStat;OS;SOMOutputLayer
('PCA0', 'PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6', 'PCA7');None;[6, 6, 6, 0, 6, 6, 6, 6, 6, 5, 5, 1, 5, 1, 1, 0, 6, 6, 6, 6, 0, 6, 0, 6, 0, 1, 14, 6, 6, 5, 0, 0, 6, 6, 0, 5, 6, 1, 0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 1, 0, 5, 0, 7, 0, 0, 7, 7, 6, 0, 0, 5, 6, 7, 2, 6, 7, 0, 7, 0, 6, 0, 5, 7, 1, 2, 0, 2, 6, 7, 2, 7, 6, 0, 6, 0, 14, 5, 0, 2, 2, 14, 0, 2, 14, 1, 1, 1, 1, 2, 1, 7, 14, 2, 6, 7, 7, 7, 1, 6, 1, 1, 3, 6, 14, 1, 1, 1, 1, 1, 1, 3, 6, 6, 3, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 3, 13, 14, 14, 1, 1, 4, 1, 14, 6, 12, 14, 14, 6, 3, 2, 2, 2, 2, 0, 0, 2, 15, 14, 3, 2, 2, 13, 4, 2, 2, 13, 0, 13, 14, 14, 15, 4, 8, 4, 1, 14, 3, 8, 4, 15, 0, 4, 4, 4, 25, 25, 25, 8, 8, 8, 8, 14, 8, 10, 8, 23, 25, 12, 16, 12, 15, 10, 12, 12, 5, 12, 12, 25, 14, 14, 25, 6, 24, 26, 12, 26, 26, 14, 16, 31, 26, 24, 25, 18, 25, 9, 23, 12, 20, 12, 25, 21, 10, 5, 26, 27, 27, 27, 27, 24, 27, 25, 27, 27, 27, 27, 27, 14, 25, 23, 25, 24, 11, 32, 11, 12, 32, 25, 25, 31, 25, 25, 21, 26, 27, 25, 33, 25, 22, 27, 26, 10, 12, 11, 25, 32, 20, 24, 14, 10, 31, 14, 5, 12, 12, 25, 11, 32, 33, 17, 6, 34, 16, 25, 12, 33, 12, 34, 16, 32, 33, 17, 12, 14, 21, 34, 17, 33, 31, 13, 33, 14, 34, 18, 25, 21, 19, 22, 12, 14, 18, 15, 33, 15, 24, 33, 25, 18, 25, 34, 34, 33, 18, 21, 20, 31, 19, 33, 32, 19, 33, 33, 16, 12, 33, 33, 35, 32, 17, 26, 17, 33, 35, 16, 18, 24, 14, 27, 31, 18, 16, 32, 21, 35, 35, 32, 16, 16, 14, 26, 32, 33, 33, 39, 26, 17, 31, 14, 19, 26, 34, 26, 19, 16, 17, 16, 32, 27, 34, 33, 12, 19, 14, 31, 33, 15, 18, 33, 33, 19, 33, 16, 18, 32, 16, 39, 16, 18, 16, 18, 16, 32, 32, 35, 25, 16, 34, 21, 33, 12, 32, 33, 16, 32, 33, 26, 32, 33, 41, 26, 34, 27, 24, 32, 32, 25, 18, 25, 19, 33, 31, 14, 26, 17, 18, 19, 33, 16, 15, 31, 24, 14, 17, 15, 18, 35, 16, 14, 16, 19, 33, 16, 17, 33, 16, 15, 16, 26, 32, 25, 17, 33, 33, 16, 17, 33, 24, 40, 31, 16, 34, 39, 34, 16, 39, 33, 15, 16, 15, 39, 16, 15, 15, 30, 33, 32, 33, 26, 18, 15, 34, 33, 35, 31, 31, 35, 16, 27, 34, 27, 39, 16, 24, 15, 14, 40, 33, 40, 27, 33, 21, 16, 35, 33, 39, 39, 24, 41, 41, 16, 15, 16, 16, 25, 16, 16, 25, 16, 14, 16, 32, 16, 16, 16, 31, 15, 16, 16, 32, 21, 19, 23, 31, 41, 16, 16, 40, 15, 16, 32, 16, 16, 16, 42, 14, 15, 21, 15, 21, 18, 16, 16, 15, 24, 26, 35, 21, 29, 34, 40, 23, 40, 24, 14, 41, 23, 32, 40, 31, 24, 34, 24, 24, 24, 39, 23, 30, 38, 24, 27, 24, 39, 31, 24, 21, 24, 34, 31, 21, 21, 41, 34, 35, 24, 33, 25, 21, 33, 35, 24, 42, 39, 42, 25, 21, 33, 27, 39, 21, 23, 23, 31, 39, 24, 24, 27, 23, 24, 21, 41, 39, 42, 39, 33, 24, 21, 24, 21, 23, 22, 23, 20, 22, 23, 39, 39, 21, 26, 20, 33, 26, 23, 22, 43, 42, 21, 21, 20, 38, 39, 21, 26, 24, 26, 39, 21, 24, 24, 40, 25, 41, 26, 26, 23, 35, 31, 41, 24, 22, 26, 33, 39, 24, 41, 41, 33, 39, 21, 32, 24, 40, 43, 24, 35, 25, 24, 43, 23, 24, 23, 32, 26, 29, 31, 43, 39, 42, 39, 24, 24, 39, 40, 42, 43, 32, 35, 27, 24, 43, 22, 21, 31, 21, 25, 42, 26, 30, 24, 39, 22, 23, 21, 24, 43, 27, 24, 39, 25, 38, 42, 21, 42, 21, 42, 24, 40, 40, 22, 24, 21, 21, 40, 26, 24, 24, 39, 23, 24, 39, 31, 31, 41, 43, 21, 39, 26, 26, 21, 24, 29, 21, 38, 38, 20, 21, 39, 31, 20, 20, 20, 40, 41, 24, 39, 26, 26, 40, 43, 24, 26, 30, 39, 39, 25, 30, 41, 25, 39, 27, 23, 31, 25, 39, 27, 27, 23, 26, 27, 26, 33, 26, 43, 35, 38, 20, 30, 42, 20, 27, 27, 25, 24, 22, 30, 23, 39, 35, 32, 29, 24, 30, 30, 32, 27, 43, 41, 31, 23, 31, 38, 22, 39, 27, 26, 22, 33, 26, 39, 24, 37, 38, 40, 27, 39, 29, 41, 39, 22, 30, 39, 35, 33, 39, 41, 39, 26, 39, 25, 29, 24, 38, 37, 31, 29, 23, 41, 41, 26, 25, 27, 39, 24, 26, 39, 32, 30, 41, 39, 42, 22, 31, 21, 40, 41, 41, 23, 21, 20, 39, 21, 41, 32, 24, 30, 22, 40, 25, 26, 31, 28, 33, 21, 37, 30, 34, 39, 24, 37, 25, 33, 35, 31, 24, 32, 41, 23, 29, 27, 21, 32, 32, 38, 40, 25, 33, 35, 43, 43, 35, 42, 35, 32, 38, 35, 22, 40, 39, 41, 34, 31, 29, 33, 30, 38, 31, 34, 34, 42, 43, 29, 29, 25, 37, 33, 39, 34, 33, 29, 37, 29, 41, 34, 40, 30, 32, 39, 30, 41, 30, 31, 38, 30, 42, 33, 43, 34, 39, 37, 33, 33, 30, 32, 28, 30, 41, 39, 35, 39, 34, 35, 38, 35, 40, 32, 36, 29, 29, 31, 34, 38, 30, 32, 40, 38, 37, 32, 35, 38, 38, 38, 38, 33, 30, 38, 31, 37, 32, 33, 30, 32, 33, 29, 31, 32, 43, 34, 39, 35, 35, 42, 37, 32, 29, 31, 39, 30, 32, 43, 43, 38, 33, 32, 38, 37, 38, 29, 39, 38, 39, 36, 38, 29, 43, 29, 30, 31, 29, 36, 30, 32, 35, 29, 29, 28, 32, 32, 28, 33, 35, 39, 40, 38, 29, 37, 43, 28, 41, 37, 32, 38, 43, 38, 41, 32, 30, 32, 30, 28, 30, 43, 29, 36, 37, 32, 43, 41, 31, 32, 30, 39, 34, 29, 37, 32, 32, 38, 37, 37, 31, 38, 37, 30, 31, 28, 43, 39, 43, 36, 32, 38, 29, 31, 32, 33, 36, 32, 29, 38, 31, 28, 37, 38, 31, 37, 30, 30, 33, 37, 41, 37, 38, 30, 32, 31, 29, 28, 30, 30, 39, 30, 31, 37, 37, 37, 28, 28, 41, 38, 38, 29, 28, 39, 29, 32, 28, 28, 28, 38, 29, 29, 39, 38, 39, 36, 38, 28, 33, 29, 33, 29, 30, 32, 37, 38, 31, 38, 37, 38, 38, 37, 32, 29, 36, 38, 38, 37, 36, 36, 36, 30, 37, 37, 37, 29, 38, 38, 29, 29, 37, 37, 37, 37, 37, 36, 37, 37];None;0;110.678322792;queen;geoSom_20190102151024;None;geoSOM;None;None;None;1239;None;posix;<layer.Layer instance at 0x1a3e2acc20>


